	ols	count
2443	light fraction material	1
2444	heavy fraction material	1
2445	intermittent estuary	1
2446	moor	1
2447	bayou	1
2448	carr	1
2449	wooden building floor	1
2450	compost biofilter	1
2451	feasting pit site	1
2452	calcareous ooze	1
2453	lake island	1
2454	river island	1
2455	limestone pavement	1
2456	wave-cut platform	1
2457	tombolo	1
2458	area designated as a national nature reserve	1
2459	marine park area	1
2460	area of national forest	1
2461	concrete building floor	1
2462	lock	1
2463	monogenetic volcanic field	1
2464	river water	1
2465	continental arc	1
2466	flash flood	1
2467	saline pan	1
2468	confluence	1
2469	chott	1
2470	guyot	1
2471	fissure cave	1
2472	luminescent paint	1
2473	turpentine	1
2474	suspended colloidal sediment	1
2475	material primarily composed of biogenic carbonates	1
2476	frost-susceptible soil	1
2477	gel ink	1
2478	distributary	1
2479	supranational geopolitical entity	1
2480	track	1
2481	oil palm plantation	1
2482	planted forest	1
2483	coconut plantation	1
2484	vineyard	1
2485	lacustrine beach	1
2486	saline hydrographic feature	1
2487	fault cave	1
2488	cave system	1
2489	fourth-order administrative region	1
2490	bedding-plane cave	1
2491	solar power station	1
2492	gas power station	1
2493	agricultural wastewater treatment plant	1
2494	industrial wastewate treatment plant	1
2495	well-mixed estuary	1
2496	particulate matter in a hydrosphere	1
2497	ice cave congelation ice	1
2498	flume	1
2499	congelation ice in a fresh water body	1
2500	permafrost congelation ice	1
2501	congelation sea ice	1
2502	alpine tundra biome	1
2503	badland	1
2504	pharmaceutical ink	1
2505	polymetallic nodule ecosystem	1
2506	alluvium	1
2507	polar tundra ecosystem	1
2508	glacial bed	1
2509	glacial summer surface	1
2510	ice-bearing permafrost	1
2511	kerosene oil	1
2512	forest floor	1
2513	terrestrial ecoregion	1
2514	hydrogel	1
2515	rubber cement	1
2516	carbonate system of ocean water	1
2517	multiple vortex tornado	1
2518	fire whirl	1
2519	public prison	1
2520	omics observatory system	1
2521	astronomical observatory system	1
2522	terrestrial observatory system	1
2523	marine observatory system	1
2524	atmospheric observatory system	1
2525	methyl cellulose paste	1
2526	permanent hair dye	1
2527	estuarine tidal riverine coastal lower water column	1
2528	estuarine tidal riverine coastal upper water column	1
2529	swamp area	1
2530	alluvial deposit	1
2531	alluvial sediment	1
2532	anaerobic digester sludge	1
2533	creamery	1
2534	air filter	1
2535	fork	1
2536	community health centre	1
2537	community service centre	1
2538	household environment	1
2539	human nursery	1
2540	temple	1
2541	place of worship	1
2542	day care facility	1
2543	child care environment	1
2544	occupational environment	1
2545	healthcare environment	1
2546	cup	1
2547	spoon	1
2548	cold desert	1
2549	montane conifer woodland	1
2550	tropical marine semi-evergreen forest	1
2551	dry woodland	1
2552	household waste material	1
2553	vadose cave	1
2554	anchialine cave	1
2555	glacier cave	1
2556	erosional cave	1
2557	inflationary cave	1
2558	granite	1
2559	marine mesoscale eddy field	1
2560	autoclaved sand	1
2561	root matter	1
2562	dormitory	1
2563	first nations reserve	1
2564	insecure housing	1
2565	temporary residence	1
2566	single strain cell culture	1
2567	mock community culture	1
2568	biogeochemical process	1
2569	carbon cycling	1
2570	biogeochemical cycling	1
2571	motor boat	1
2572	cooling water	1
2573	cleanroom	1
2574	cloud top	1
2575	cloud base	1
2576	taxicab	1
2577	toxic waste	1
2578	stagnant water	1
2579	seam surface	1
2580	conveyor roller	1
2581	pneumatic conveyor	1
2582	screw conveyor	1
2583	bucket conveyor	1
2584	packaging equipment	1
2585	belt conveyor system	1
2586	equipment leg	1
2587	public-private prison	1
2588	animal rescue shelter	1
2589	ground transport	1
2590	chopstick	1
2591	maize field	1
2592	litter layer	1
2593	potato silage	1
2594	flooded grassland biome	1
2595	iron mine	1
2596	goat manure	1
2597	letter paper	1
2598	montane savanna biome	1
2599	tropical woodland biome	1
2600	xeric shrubland biome	1
2601	mediterranean shrubland biome	1
2602	tropical shrubland biome	1
2603	subtropical coniferous forest biome	1
2604	mediterranean woodland biome	1
2605	motorscooter	1
2606	mediterranean forest biome	1
2607	montane grassland biome	1
2608	herb and fern layer	1
2609	temperate grassland biome	1
2610	tropical grassland biome	1
2611	flooded savanna biome	1
2612	temperate savanna biome	1
2613	tropical savanna biome	1
2614	polar desert biome	1
2615	montane desert biome	1
2616	subtropical desert biome	1
2617	tropical desert biome	1
2618	temperate desert biome	1
2619	closed ecological system	1
2620	rural settlement	1
2621	uranium mine	1
2622	iron ore	1
2623	bicycle	1
2624	montane shrubland biome	1
2625	shrub layer	1
2626	understory	1
2627	talus slope	1
2628	hillside	1
2629	gravelly slope	1
2630	cypress swamp	1
2631	cypress strand swamp	1
2632	cypress dome	1
2633	deep chlorophyll maximum layer	1
2634	brackish water environment	1
2635	sea water environment	1
2636	rocky slope	1
2637	haline environment	1
2638	lime mudstone	1
2639	mudstone	1
2640	claystone	1
2641	siltstone	1
2642	atmospheric water vapour	1
2643	white smoker	1
2644	village biome	1
2645	pinyon juniper woodland	1
2646	desert scrubland	1
2647	juniper woodland	1
2648	oak woodland	1
2649	coastal scrubland	1
2650	caldera lake	1
2651	meteorite lake	1
2652	IUCN strict nature reserve	1
2653	igneous extrusion	1
2654	fumarole-derived ice tower	1
2655	bedrock	1
2656	Mohorovicic discontinuity	1
2657	regolith	1
2658	area of perennial snow	1
2659	area of perennial water ice	1
2660	sill	1
2661	phacolith	1
2662	lopolith	1
2663	laccolith	1
2664	stock	1
2665	clastic dike	1
2666	riverine flood	1
2667	IUCN wilderness area	1
2668	sofa	1
2669	chair	1
2670	desk	1
2671	refrigerator	1
2672	landline telephone	1
2673	mobile phone	1
2674	television set	1
2675	cassette player	1
2676	radio device	1
2677	apiary	1
2678	candle	1
2679	battery-powered electric lamp	1
2680	mouth of liquid discharge conduit	1
2681	photovoltaic system	1
2682	domestic solar panel array	1
2683	area of scrub	1
2684	nursing home	1
2685	migration path	1
2686	mushroom environment	1
2687	fish processing building	1
2688	knackery	1
2689	plumbing drain	1
2690	animal cage	1
2691	closed animal house	1
2692	open animal house	1
2693	automated teller machine	1
2694	soil biocrust	1
2695	geothermally heated river	1
2696	area of emergent herbaceous wetland	1
2697	area of woody wetland	1
2698	area of cropland	1
2699	area of pastureland or hayfields	1
2700	area of moss-dominated vegetation	1
2701	area of lichen-dominated vegetation	1
2702	area of sedge- and forb-dominated herbaceous vegetation	1
2703	area of developed space with high usage intensity	1
2704	area of developed space with medium usage intensity	1
2705	area of developed space with low usage intensity	1
2706	area of developed open space	1
2707	ballast water	1
2708	puddle of water	1
2709	cold-blast paraffin lantern	1
2710	hot-blast paraffin lantern	1
2711	dead flame paraffin lantern	1
2712	volcanic crater zone	1
2713	semi-diurnal marine tidal flow zone	1
2714	diurnal marine tidal flow zone	1
2715	marine tidal flow	1
2716	estuarine tidal riverine open water lower water column	1
2717	estuarine tidal riverine open water pycnocline	1
2718	estuarine tidal riverine open water upper water column	1
2719	estuarine tidal riverine coastal pycnocline	1
2720	urban stormwater	1
2721	area designated for human defecation	1
2722	water-based planetary surface	1
2723	brown sea ice	1
2724	algal material	1
2725	acidic volcanic ash	1
2726	acidic soil	1
2727	arable or pasturable land	1
2728	tended pasturable land	1
2729	rhizoplane	1
2730	Bondon cheese environment	1
2731	cnidarian-associated environment	1
2732	arable land	1
2733	environment associated with an aquatic invertebrate	1
2734	IUCN protected landscape/seascape	1
2735	ecosystem fragment	1
2736	IUCN habitat/species management area	1
2737	IUCN natural monument or feature	1
2738	glacial equlibrium line	1
2739	Paramo	1
2740	medial moraine	1
2741	climate system	1
2742	temperate freshwater swamp forest	1
2743	anthracite	1
2744	biochar	1
2745	nest of termite	1
2746	burrow	1
2747	area of rocky shore	1
2748	carbon nanotube enriched soil	1
2749	UNEP-WCMC class 7 mountain	1
2750	UNEP-WCMC class 6 mountain	1
2751	UNEP-WCMC class 5 mountain	1
2752	UNEP-WCMC class 4 mountain	1
2753	UNEP-WCMC class 3 mountain	1
2754	UNEP-WCMC class 2 mountain	1
2755	UNEP-WCMC class 1 mountain	1
2756	animal-drawn cart	1
2757	mist	1
2758	cloud forest	1
2759	tropical mountain	1
2760	temperate mountain	1
2761	polar mountain	1
2762	terrestrial mountain	1
2763	Calyptra habitat	1
2764	ecological province	1
2765	abyssal clay	1
2766	necromass	1
2767	formal settlement	1
2768	leisure centre	1
2769	town hall	1
2770	lacustrine plain	1
2771	gasoline exhaust	1
2772	diesel exhaust	1
2773	liquefied natural gas	1
2774	vomit material	1
2775	ice cap dome	1
2776	terrarium	1
2777	somma volcano	1
2778	dell	1
2779	rock shelter	1
2780	backwater	1
2781	plunge pool	1
2782	prairie	1
2783	flood fringe	1
2784	tectonic plate subduction	1
2785	floodway	1
2786	till plain	1
2787	scroll plane	1
2788	terminal moraine	1
2789	polynya	1
2790	demilitarized zone	1
2791	paternoster lake	1
2792	consequent stream	1
2793	railway	1
2794	motor oil	1
2795	automatic transmission fluid	1
2796	brake fluid	1
2797	leather dye	1
2798	paper dye	1
2799	textile dye	1
2800	India ink	1
2801	convergent tectonic movement	1
2802	planetary manufacturing process	1
2803	stalagmite	1
2804	stalactite	1
2805	subjacent karst	1
2806	syngenetic karst	1
2807	polygonal karst	1
2808	emissions from petroleum combustion	1
2809	aqueous inkjet printer ink	1
2810	soy ink	1
2811	acrylic paint	1
2812	oil-based paint	1
2813	vitreous enamel	1
2814	primer (paint)	1
2815	oil paint thinner	1
2816	enamel thinner	1
2817	acrylic paint medium	1
2818	doline karst	1
2819	lacquer	1
2820	shellac	1
2821	resin (gum) varnish	1
2822	degreaser	1
2823	fountain pen ink	1
2824	tragacanth	1
2825	xanthan gum	1
2826	wood dust	1
2827	lumber production process	1
2828	fresh water aquarium	1
2829	insequent stream	1
2830	tributary	1
2831	weir	1
2832	riverine pothole	1
2833	intermittent saline evaporation pond	1
2834	ice cap depression	1
2835	apron	1
2836	beach ridge	1
2837	ice cap ridge	1
2838	interfluve	1
2839	cliff cleft	1
2840	canalized stream	1
2841	abandoned watercourse	1
2842	cutoff	1
2843	canal tunnel	1
2844	rill	1
2845	shore lead	1
2846	flaw lead	1
2847	rincon	1
2848	sea-ice lead	1
2849	friable-frozen soil	1
2850	plastic-frozen soil	1
2851	hard-frozen soil	1
2852	area of pack ice	1
2853	sawmill	1
2854	travertine	1
2855	pier	1
2856	winter sports facility	1
2857	saline water aquarium	1
2858	activated sludge	1
2859	subsequent stream	1
2860	oil field production water	1
2861	resequent stream	1
2862	oil tank	1
2863	nitrobenzene enriched sediment	1
2864	neutral hot spring	1
2865	naphthalene enriched sediment	1
2866	intertidal sediment	1
2867	iron-reducing zone of petroleum contaminated sediment	1
2868	1,4-dioxane contaminated sludge	1
2869	hay compost	1
2870	platinum mine	1
2871	fossil material	1
2872	estuarine mud	1
2873	drilling bore water	1
2874	ditch water	1
2875	Superfund site	1
2876	anaerobic dechlorinating bioreactor	1
2877	obsequent stream	1
2878	sea sand	1
2879	deep marine sediment	1
2880	oil seep	1
2881	oil spill	1
2882	sandstone	1
2883	urine material	1
2884	transform tectonic movement	1
2885	sea cave	1
2886	movie theater	1
2887	illegal settlement	1
2888	non-saline environment	1
2889	rhizosphere environment	1
2890	dry river	1
2891	shower fixture	1
2892	bathtub fixture	1
2893	sink fixture	1
2894	ethnic food shop	1
2895	legal settlement	1
2896	agricultural fairground	1
2897	channel of an intermittent river	1
2898	wet pitfall trap	1
2899	dry pitfall trap	1
2900	primary forest	1
2901	diurnal marine tidal flow process	1
2902	food kiosk	1
2903	carbon dioxide emission	1
2904	neonatal unit facility	1
2905	micobiology unit facility	1
2906	mobile intensive care ambulance	1
2907	maternity unit facility	1
2908	intensive care unit room	1
2909	traumatic intensive care unit facility	1
2910	surgical intensive care unit facility	1
2911	haematology unit facility	1
2912	gynaecology unit facility	1
2913	geriatric intensive care unit facility	1
2914	hypereutrophic lake	1
2915	environment determined by a plant substance	1
2916	temperate sclerophyllous dry forest	1
2917	tropical sclerophyllous dry forest	1
2918	hospice	1
2919	field hospital	1
2920	trattoria	1
2921	steakhouse	1
2922	greasy spoon	1
2923	coffeehouse	1
2924	carvery	1
2925	brasserie	1
2926	bistro	1
2927	door	1
2928	window	1
2929	toilet bowl	1
2930	tissue paper	1
2931	stainless steel	1
2932	nurse call button	1
2933	locker	1
2934	light switch	1
2935	door handle	1
2936	control panel	1
2937	police station	1
2938	dry market	1
2939	wet market	1
2940	group home facility	1
2941	assisted living facility	1
2942	temperate broadleaf evergreen forest	1
2943	geriatric care unit facility	1
2944	general surgery unit facility	1
2945	gastroenterology unit facility	1
2946	umbrella	1
2947	polje	1
2948	carbon monoxide ice	1
2949	ammonia ice	1
2950	methane ice	1
2951	carbon dioxide ice	1
2952	astrogeological ice	1
2953	animal manure product	1
2954	composted animal manure	1
2955	heat-treated animal manure	1
2956	bovine dairy liquid manure	1
2957	feed storage space	1
2958	forage material	1
2959	fossil worm burrow	1
2960	Karman vortex street	1
2961	rockslide lake	1
2962	aeolian lake	1
2963	rift zone	1
2964	transform plate boundary	1
2965	convergent plate boundary	1
2966	divergent plate boundary	1
2967	lake with an oxic hypolimnion	1
2968	oxic lake	1
2969	hypoxic lake	1
2970	lake with an anoxic hypolimnion	1
2971	anoxic lake	1
2972	contaminated animal feed	1
2973	hide	1
2974	emergency unit room	1
2975	bone meal	1
2976	discharge unit facility	1
2977	diagnostic imaging unit facility	1
2978	coronary care unit facility	1
2979	chaplaincy unit facility	1
2980	breast screening unit facility	1
2981	anaesthetics unit facility	1
2982	clinical patient assessment facility	1
2983	public subway train	1
2984	public train	1
2985	public ferry	1
2986	public bus	1
2987	all season road	1
2988	recreational cruise ship	1
2989	polytunnel	1
2990	outdoor environment	1
2991	supraglacial lake	1
2992	shallow marine sediment	1
2993	natural gas processing plant	1
2994	sugar refinery	1
2995	petroleum oil refinery	1
2996	outflow cave	1
2997	mangrove biome soil	1
2998	flue gas desulfurization material	1
2999	surface soil	1
3000	cloth	1
3001	temperate woodland biome	1
